id_farmacia,ean,stock,precio,promo
11,77958426,0,114.00,No Promo
11,77958443,0,114.00,No Promo
11,77958808,0,182.00,No Promo
11,77958815,0,182.00,No Promo
11,77958822,0,182.00,No Promo
11,77958846,0,182.00,No Promo
11,77958853,0,182.00,No Promo
11,77958860,0,160.00,No Promo
11,77958891,0,323.00,No Promo
11,77958907,0,323.00,No Promo
11,77959287,0,220.00,No Promo
11,77959294,0,125.00,No Promo
11,77959706,0,117.00,No Promo
11,77959959,0,1500.00,No Promo
11,77959966,0,1500.00,No Promo
11,77959973,0,1500.00,No Promo
11,77960085,0,1500.00,No Promo
11,77960092,0,7850.00,No Promo
11,77960108,0,7850.00,No Promo
11,77960115,0,2872.00,No Promo
11,77960399,0,182.00,No Promo
11,77961709,0,22.25,No Promo
11,77961723,0,22.25,No Promo
11,77962881,0,8800.00,No Promo
11,77963529,0,700.00,No Promo
11,77963994,0,1081.00,No Promo
11,77964007,0,2356.00,No Promo
11,77964014,0,1082.00,No Promo
11,77964021,0,2356.00,No Promo
11,77964052,0,2356.00,No Promo
11,77965387,11.000,800.00,No Promo
11,77965431,0,41.00,No Promo
11,77965738,0,2356.00,No Promo
11,77966780,0,2500.00,No Promo
11,77966797,0,2500.00,No Promo
11,77966803,0,2500.00,No Promo
11,77966810,0,2500.00,No Promo
11,77966827,0,2500.00,No Promo
11,77966834,0,2500.00,No Promo
11,77966896,0,200.00,No Promo
11,77966902,0,200.00,No Promo
11,77966919,0,200.00,No Promo
11,77966926,0,200.00,No Promo
11,77966933,0,200.00,No Promo
11,77966940,0,200.00,No Promo
11,77966957,0,200.00,No Promo
11,77968456,0,28.00,No Promo
11,77968470,0,28.00,No Promo
11,77968487,0,28.00,No Promo
11,77968647,0,125.00,No Promo
11,77968692,0,700.00,No Promo
11,77968715,0,700.00,No Promo
11,77971692,0,120.00,No Promo
11,77971708,0,120.00,No Promo
11,77974457,44.000,1581.00,30%
11,77974754,0,200.00,No Promo
11,77974761,0,200.00,No Promo
11,77976239,18.000,2308.00,No Promo
11,77980182,0,1904.00,No Promo
11,77980755,0,1904.00,No Promo
11,77982841,0,2872.00,No Promo
11,77982865,0,2872.00,No Promo
11,77987983,44.000,1581.00,30%
11,78006805,0,170.00,No Promo
11,78009227,5.000,4530.00,40%
11,78914407,18.000,2308.00,No Promo
11,78923355,0,1881.00,No Promo
11,78923423,0,562.00,No Promo
11,78923454,6.000,1881.00,No Promo
11,78924321,0,535.00,No Promo
11,78924352,0,562.00,No Promo
11,78924468,18.000,2308.00,No Promo
11,78924512,0,124.00,No Promo
11,78924529,20.000,2432.00,No Promo
11,78925472,10.000,1881.00,No Promo
11,78925519,0,136.00,No Promo
11,78926523,1.000,1881.00,No Promo
11,78927254,10.000,2433.00,No Promo
11,78928503,0,106.00,No Promo
11,78933354,0,583.00,No Promo
11,78935068,0,2278.00,No Promo
11,78936508,0,148.00,No Promo
11,78936515,0,148.00,No Promo
11,78937697,0,613.00,No Promo
11,78938991,0,164.00,No Promo
11,78944794,10.000,1881.00,No Promo
11,78944800,6.000,1881.00,No Promo
11,78944817,0,562.00,No Promo
11,78944824,0,562.00,No Promo
11,78944831,0,535.00,No Promo
11,78944848,1.000,1881.00,No Promo
11,78944855,0,1881.00,No Promo
11,94459218,0,998.00,No Promo
11,96020104,0,650.00,No Promo
11,96020111,0,880.80,No Promo
11,96021002,0,880.00,No Promo
11,96021040,0,880.00,No Promo
11,96021071,0,880.00,No Promo
11,96021088,0,880.00,No Promo
11,96021156,0,880.00,No Promo
11,96021163,0,880.00,No Promo
11,96021187,0,1091.00,No Promo
